novice_prompt,expert_prompt
"A simple ukulele recording with occasional spoken voice, sounds fuzzy.","This is a low-fidelity recording of a ukulele piece, accompanied by occasional spoken vocals, with a warm, intimate atmosphere and a nostalgic feel, the audio quality being somewhat fuzzy and amateurish. The ukulele melody is played in a simple, folk-like style, with the spoken vocals"
"A lively pop song performed live with male singers, drums, bass, guitar, and brass, creating a fun and energetic vibe.","This is a live performance of a pop song, featuring a male vocalist accompanied by a brass section, electric guitar, bass guitar, and a driving drum beat, creating a lively and energetic atmosphere. The song's tempo is fast-paced, with a strong emphasis on the rhythm section and a catchy melody played"
"Upbeat jazz music with saxophones and trumpet, groovy piano and drums, for jazz bar vibe.","This is a jazz piece that features a brass section with a saxophone and trumpet playing in harmony, accompanied by a groovy piano melody and a driving drum beat, evoking a lively atmosphere reminiscent of a jazz bar. The tempo is medium to fast, with a strong emphasis on syncopation and"
"A spooky instrumental music piece with different sounds and percussion, suitable for a TV show theme.","This is an instrumental music piece that features a haunting atmosphere, with a variety of sounds and percussion, including eerie ambient pads, a driving bass line, and a range of percussion instruments, including a mix of electronic and acoustic elements. The piece has a dark and ominous tone, making it suitable for a"
A fast and energetic drum solo with lively beats and cymbals.,"This is a high-energy drum solo piece that features a fast-paced, driving rhythm with a focus on the snare drum and cymbals, creating a lively and dynamic atmosphere. The tempo is fast, with a strong emphasis on the rhythmic pattern and a high level of technical virtuosity,"
"Two women sing harmoniously with 'ooh' and 'ah' sounds, accompanied by a guitar, no lyrics or drums, suitable for a scene showing confusion after a tough choice.","This is an a cappella piece, a vocal harmony performed by two female singers, with a focus on wordless, atmospheric ""ooh"" and ""ah"" sounds, accompanied by a solo acoustic guitar playing a simple, melancholic melody. The music's soothing, introspective quality and lack"
"Music with flute, brass, bass, and keys playing a funky melody, drums with swing rhythm, for a rollerblade disco.","This funk music piece features a lively brass section, a funky bass line, and a catchy melody played by a flute and keys, accompanied by a driving drum beat with a swing rhythm, evoking a carefree and energetic atmosphere. The music is well-suited for a rollerblade disco, with its"
"A beach-themed music with wind and water sounds, electric guitar, marimba, and percussion, recorded on a phone.","This is a laid-back, beach-themed instrumental piece that features a marimba playing a catchy melody accompanied by a percussive electric guitar, a variety of percussion instruments, and ambient wind and water sounds, all recorded with a low quality, intimate sound characteristic of a phone recording. The music has"
A rock song with deep bass and steady drumming.,"This is a high-energy rock music piece, characterized by a strong, driving rhythm section that features a prominent, low-end bass line and a steady, pounding drum beat, with the tempo being fast-paced and energetic. The song's aggressive atmosphere is further accentuated by the use of a distorted electric guitar"
"An emotional instrumental song with piano and ambient noises, but with poor audio quality.","This is a melancholic instrumental piece that features a sustained piano melody accompanied by ambient, atmospheric soundscapes, with a low quality recording that is characterized by a muffled and reverberant sound. The piano plays a mellow, emotive melody over a background of ambient noises, creating a som"
"A live concert song with drums, electric guitar, bass, and male singer with cheering crowd, in poor audio quality.","This live concert performance features a male vocalist singing over a driving rhythm section consisting of a drum kit, electric guitar, and bass, accompanied by the energetic and enthusiastic cheering of a live crowd, with the audio quality being suboptimal due to the live recording. The song's energetic and dynamic atmosphere is"
A grand South Asian music piece with high-pitched horns for a royal event.,"This is a grand South Asian classical music piece, characterized by a majestic and regal atmosphere, with a prominent use of high-pitched horns, such as the shank or the nadaswaram, accompanied by a traditional South Asian percussion section, including the mridangam and the tabla."
Classical music played on a harpsichord at a concert.,"This is a classical music piece performed on a harpsichord, a stringed keyboard instrument, with a baroque style melody and a formal, elegant atmosphere, reminiscent of a concert setting. The piece features a harpsichord as the main instrument, accompanied by a subtle, yet refined accom"
"A funny Christmas instrumental with sleigh bells, lute melody, and tuba bass, good for a comedy movie.","This is a comedic instrumental piece that features a lute playing a cheerful melody, accompanied by a tuba playing a low, humorous bass line, and sleigh bells adding a festive, whimsical atmosphere, making it well-suited for a comedy movie soundtrack. The piece's lighthearted"
"A lively outdoor song with various drum sounds, male and female singing, guitar chords, and a doorbell, perfect for a festival dance party.","This lively outdoor song features a dynamic ensemble of instruments, including a variety of percussion sounds, a male vocalist, a female vocalist, and a guitar accompaniment, with the added quirky element of a doorbell sound effect, evoking a carefree and joyful atmosphere, making it an ideal soundtrack for"
"A choir of women singing with piano and guitar, could be heard in a theater.","This is a choral piece that features a female choir singing in a harmonious manner, accompanied by a piano and acoustic guitar, with a soothing and emotive quality that would be fitting for a theatrical performance. The music has a classical or choral music feel, with a focus on the vocal performance"
"A nice retro pop song with a female singer, string harmony, and strong bass, giving off romantic vibes.","This is a retro pop song that features a female vocalist singing over a lush string section, accompanied by a strong, syncopated bass line that provides a sensual, romantic atmosphere. The song's nostalgic quality is enhanced by the use of vintage instrumentation and a catchy, melodic melody that is reminiscent of"
A slow drum beat with a powerful Chinese drum sound for ceremonies and announcements.,"This piece features a slow tempo with a prominent Chinese drum sound, specifically the doushu, accompanied by a steady bass drum beat, creating a powerful and ceremonial atmosphere, suitable for traditional Chinese ceremonies and announcements. The music is a traditional Chinese instrumental piece, with a focus on the doushu's"
"A guitar solo with acoustic guitar and drums, for practicing at home","This instrumental piece features a melodic guitar solo performed on an acoustic guitar, accompanied by a steady drum beat, creating a simple and intimate atmosphere suitable for home practice. The tempo is moderate, with a focus on the guitar's melodic lines and rhythmic accompaniment, making it an ideal piece"
"A rough cover of loud rock music with male singer, distorted guitars, drums, and rebellious vibe.","This is a punk rock music piece, characterized by a male vocalist singing in a loud, aggressive manner over a distorted electric guitar melody, a driving bass line, and a fast-paced rock drum beat, evoking a rebellious and energetic atmosphere. The song's rough, DIY quality and distorted soundsc"
"A catchy electronic music piece with cool synth sounds and digital drums, perfect for listening and dancing along.","This electronic dance music piece features a catchy melody played by a variety of digital synthesizers, accompanied by a driving rhythm section consisting of a 4/4 time signature and a ""4 on the floor"" kick pattern, with a focus on energetic and repetitive synth sounds and a steady drum machine beat."
A fun and lively instrumental song with a catchy beat and tap dancing sounds.,"This is an instrumental piece that features a lively tempo with a catchy beat, accompanied by the percussive sounds of tap dancing, likely performed by a solo tap dancer or a tap dance ensemble. The music is a fusion of jazz and swing, with a strong emphasis on rhythmic complexity and a joyful"
"A hip-hop song with female singer, acoustic guitar, and synth sounds that could be played at a club.","This is a hip-hop song that features a female vocalist singing over a syncopated drum pattern, accompanied by a prominent acoustic guitar strumming and a variety of synth sounds, including a filtered bass and atmospheric pads, creating a high-energy atmosphere suitable for a club setting. The song's tempo is"
"A tutorial with a guy talking after a guitar chord, with a cool guitar sound effect.","This is an instrumental tutorial piece that features a male voice providing a tutorial or educational commentary over a guitar chord progression, accompanied by a guitar sound effect that is used to create a cool, atmospheric sound. The piece is an instrumental, with a focus on the guitar sound and the voice, and has a"
"A joyful song with male and female singers, lively brass, and upbeat drums.","This upbeat song features a lively brass section, including trumpets and trombones, accompanied by a male and female vocal duet singing in harmony, over a driving rhythm section with a strong drum beat and a syncopated bass line, evoking a lively and energetic atmosphere. The song's genre is"
"A catchy Christian song with male singer, energetic drums, and violin, suitable for young listeners.","This is a Christian children's song that features a male vocalist singing a catchy melody accompanied by a lively rhythm section, including energetic drumming and a prominent violin solo, evoking a joyful and uplifting atmosphere. The song's energetic tempo and cheerful instrumentation, including the violin's soaring lines, make it well"
"Three song snippets with male singers, one with a dance vibe, another with rock instruments and male backup vocals, and a brief third snippet.","The first snippet features a male vocalist singing over a danceable R&B beat with a ""4 on the floor"" kick pattern, accompanied by shimmering hi hats, claps, and a groovy bass line, while the second snippet is a punk rock music piece with a male vocalist singing in a"
"A groovy electronic music piece with bass and strings, good for a nightclub or tech ad.","This electronic dance music piece features a driving bassline and lush string accompaniment, with a tempo that is well-suited for a high-energy nightclub setting or a tech ad that requires an energetic and modern atmosphere. The music's groovy, danceable beat is accompanied by a prominent bassline and"
A lively electronic dance song with female singer and fast beat.,"This is an electronic dance music piece that features a female vocalist singing over a driving beat, with a tempo that is fast-paced and energetic, accompanied by a prominent bassline and synthesized percussion. The song has a lively and upbeat atmosphere, with a strong emphasis on rhythm and a clear ""4 on the"
"An emotional orchestral song with flutes and drums, like music from a movie ending.","This is a cinematic orchestral piece that features a poignant melody played by flutes, accompanied by a sweeping orchestral arrangement and a steady drum beat, evoking a sense of emotional resolution and closure, reminiscent of a movie's climactic ending. The piece is characterized by a lush, cinematic sound,"
"A live concert with drums, bass, strings, electric guitar, and cheering audience.","This live performance features a high-energy rock concert with a driving rhythm section, provided by a strong drum beat and a prominent bass line, accompanied by a soaring electric guitar melody and a lush string section, set against the energetic and enthusiastic background of a cheering audience. The overall atmosphere is one of electric excitement"
"A pop instrumental song with oboe melody, bongo percussion, and faint female vocals in the background, with distorted and muffled sound quality.","This is a pop instrumental piece that features a melodic oboe solo accompanied by a bongo percussion pattern, with a faint, soft female vocal harmony in the background, and a distorted, muffled sound quality that is characteristic of a low-fidelity recording. The song's atmosphere is one of"
"A fun band singing together with drums, cello, guitars, and percussion, playing a lively retro pop song.","This is a lively retro pop song performed by a band, featuring a male vocalist singing in a catchy, upbeat manner over a driving rhythm section that includes a prominent drum beat, a melodic cello line, and a strumming electric guitar accompaniment, with additional percussion elements adding to the"
"A fast electric guitar solo with quick and lively playing, accompanied by rhythmic clicking, in a sharp and loud sound due to low audio quality.","This is a high-energy instrumental piece that features a virtuosic electric guitar solo with a fast-paced, staccato playing style, accompanied by a percussive rhythmic pattern of clicking sounds, and is characterized by a sharp and loud sound quality due to the low audio quality. The piece is"
"A lively electronic dance song with strong drums and bass, featuring short female vocal samples, perfect for a dance battle.","This high-energy electronic dance track features a driving beat with a prominent kick drum, snare, and bassline, accompanied by short, syncopated female vocal samples that add a dynamic and energetic feel to the music, making it well-suited for a dance battle or high-intensity workout setting."
"A mix of instrumental music with a female singer joining in later, using synth and bass guitar, along with drum set for rhythm.","This electronic music piece features a synth lead melody accompanied by a steady bass guitar line, with a drum set providing the rhythmic foundation, before a female vocalist joins in with a melodic singing style, adding a new dimension to the track. The song has a dynamic quality, with the instrumental section setting"
A movie scene with street sounds like cars and sirens ending with a song.,"This urban soundtrack features a soundscape of ambient street noises, including the sounds of cars and sirens, that gradually give way to a melancholic piano ballad with a sustained string section and a soft, soulful female vocal performance, evoking a sense of longing and introspection. The song's"
"A game music piece with giant footstep-like sounds, orchestral music, and electronic beats, suitable for a game lobby.","This is an electronic game music piece that features a prominent orchestral melody accompanied by a driving electronic beat and a percussive sound effect of giant footstep-like sounds, evoking a sense of epic grandeur and energetic atmosphere, suitable for a game lobby. The piece is a fusion of orchestral"
"A heartfelt song with female singer and backup vocals, emotional and soulful, no drums, poor audio quality.","This is a ballad song that features a female vocalist singing in a heartfelt and soulful manner, accompanied by a choir of backup singers, with a simple piano accompaniment and a mellow string section, and the poor audio quality adds to the intimate and emotional atmosphere of the piece. The song"
"A classical piece played on a cembalo, suitable for a theater setting.","This baroque piece features a solo cembalo performance, with a complex and intricate melody that would be suitable for a theater setting, evoking a sense of elegance and refinement. The piece's ornate and ornamental style, characteristic of the baroque period, would be well-suited for a"
"A song with a man singing loudly, flute melody, fast drums, and soft bass, like music in an oriental barber shop.","This is a traditional Middle Eastern folk song, characterized by a male vocalist singing with a loud, energetic tone, accompanied by a flute melody and a driving rhythm section featuring fast-paced percussion and a soft, understated bass line, evoking the atmosphere of a bustling oriental barber shop. The song's"
"A simple, generic jingle playing in an old video of a toy helicopter, with keyboard, bass, and drum sounds, suitable for making beats.","This is a children's electronic music piece, characterized by a catchy and repetitive melody played on a digital keyboard, accompanied by a simple bass line and a steady drum pattern, with a nostalgic quality reminiscent of vintage toy sound effects. The music features a straightforward, danceable beat, making it suitable for beat"
"Men singing in church, one deep voice and others in harmony.","This is a traditional church choir piece, featuring a male vocalist singing a low, baritone melody accompanied by a lush, harmonious background of male vocalists singing in a rich, choral arrangement. The piece is a classic example of a cappella music, with a reverberant, acoustic"
"A club song with deep male vocals, digital drums, and atmospheric synth sounds.","This is a dance music piece that features a deep male vocalist singing over a driving ""4 on the floor"" kick pattern, accompanied by a prominent digital drum beat and a lush, atmospheric soundscape of electronic synth sounds. The song has a high-energy, danceable atmosphere, with the deep vocals and"
"A fun and funky blues song with male singers, electric guitar, brass, and lively percussion - perfect for dancing.","This is a high-energy blues song that features a male vocalist singing in a soulful manner, accompanied by a prominent electric guitar playing a funky melody, a brass section playing syncopated fills, and lively percussion that includes a driving kick drum, snare, and hi-hats, creating a dance"
"A romantic song with strong male vocals, bass, and guitar, suitable for a dinner date.","This is a romantic ballad that features a soulful male vocalist singing over a lush, melodic bass line and a soothing guitar accompaniment, evoking a sentimental and intimate atmosphere suitable for a dinner date. The song's mellow tempo and emotive vocals are reminiscent of a classic R&B"
"Passionate Indian music with male singer, harmonium melody, and tabla drums, perfect for a movie set in North India.","This is a traditional Indian folk song that features a male vocalist singing in a passionate and emotive manner, accompanied by a harmonium playing the main melody and a tabla providing a driving rhythmic accompaniment. The song's energetic and soulful quality, along with its traditional Indian instrumentation, would be"
"A lively pop song with female singers, synth bass, claps, and electric guitar, perfect for dancing.","This is a high-energy pop song that features a female vocalist singing in a lively and upbeat manner, accompanied by a driving synth bass line, energetic claps, and a catchy electric guitar melody that is well-suited for a danceable track. The song's tempo and rhythm are fast-paced, with"
Relaxing bell sounds with a woman singing peacefully.,"This is a soft, ambient piece that features a solo female vocalist singing a soothing melody accompanied by a gentle, repetitive bell sound, evoking a sense of serenity and calmness. The piece is a slow-paced, atmospheric soundscape that could be used as background music for meditation or a relaxing atmosphere"
"A loud and rebellious rock song with electric guitar, drums, and bass, perfect for a teenage drama.","This is a high-energy punk rock music piece, characterized by aggressive male vocals, a driving electric guitar melody, a prominent bass line, and a fast-paced rock drum beat, evoking a rebellious and youthful atmosphere that would be well-suited for the soundtrack of a teenage drama. The song's"
"A fun and catchy pop song with male vocals, claps, and electronic sounds that you'd hear in a club.","This is a danceable pop song that features a male vocalist singing over a driving beat, accompanied by a prominent electronic drum pattern, syncopated claps, and a catchy melody played on a synthesizer, evoking a high-energy atmosphere that is typical of club music. The song's tempo is"
"An inspiring Reggae song with a male singer, medium tempo, keyboard, catchy bass, and drumming, about peace and unity.","This Reggae song features a male vocalist singing a melodic and soulful melody over a punchy 808 bass, shimmering hi hats, and a groovy piano chord progression, accompanied by a steady drumming rhythm that evokes a sense of unity and togetherness, with a medium"
"A beautiful violin piece with romantic piano and guitar, orchestral and emotional, perfect for setting a romantic mood.","This is a classical music piece that features a solo violin melody accompanied by a romantic piano accompaniment and a subtle guitar harmony, with an orchestral arrangement that evokes a sentimental and emotional atmosphere, making it suitable for a romantic setting. The piece is characterized by a lush, emotive sound,"
"Happy Spanish rock song with male singer, lively instruments like trumpet and saxophone, suited for a comedy movie.","This is a lively Spanish rock piece that features a male vocalist singing over a driving rhythm section, accompanied by a brass section consisting of a trumpet and saxophone, with a strong emphasis on the rhythm guitar and a catchy, upbeat melody. The song's energetic and carefree atmosphere, with a hint of"
"Rock music with male singer and guitar, played in a lively bar","This is a high-energy rock music piece, characterized by a male vocalist singing in a powerful, energetic manner over a driving electric guitar melody, accompanied by a strong bass line and a fast-paced rock drum beat, evoking a lively atmosphere that would be well-suited for a bar setting. The music"
"A slow and enchanting instrumental folk song with strings, flute, and percussion reminiscent of Indian music.","This is an instrumental piece of Indian classical music, characterized by a slow and enchanting tempo, with a melodic flute solo accompanied by a soothing string section and a variety of traditional Indian percussion instruments, including the tabla and mridangam. The piece has a serene and meditative atmosphere, with"
A street party song with male voices rapping over a reggaeton beat.,"This is a high-energy urban music piece, a fusion of reggaeton and hip hop, featuring a male vocalist rapping over a driving beat with a prominent 808 bassline, syncopated hi hats, and a catchy piano melody. The song has a lively, energetic atmosphere, with the"
A cool electric guitar song with a smooth melody and groovy vibe.,"This is a melodic instrumental piece that features a lead electric guitar playing a catchy and smooth melody over a steady, syncopated rhythm, with a strong emphasis on the ""on"" beat, creating a groovy and energetic atmosphere. The song is a classic example of a 70s-inspired rock"
A DJ scratching vinyl back and forth to create rhythmic effects over a mellow synth and hip hop beat.,"This is a hip hop instrumental piece that features a DJ scratching vinyl to create percussive effects over a mellow electronic synth melody and a steady hip hop drum beat, with a focus on rhythmic manipulation and turntablism. The audio quality is low, with a characteristic vinyl crackle and pop"
"Blues music with harmonica solo, lively atmosphere, and crowd noise, recorded on a phone","This is a live blues performance recorded on a phone, featuring a male vocalist accompanied by a harmonica solo, a steady electric guitar rhythm, and a driving bass line, set against a lively atmosphere with crowd noise and a strong, energetic tempo. The audio quality is poor due to the phone recording,"
"Passionate and addictive music with wide vocals, groovy bass, and buzzing synth melody.","This is an energetic electronic dance music piece that features a wide vocal range, a prominent and groovy bassline, and a catchy, buzzing synth melody that is reminiscent of a classic synth-pop sound. The music has an addictive quality, with a driving beat and a euphoric atmosphere that is characteristic"
"An emotional Persian folk opera with high-pitched female singer and piano, suitable for dramatic movies or suspenseful video games.","This is a Persian folk opera piece that features a high-pitched female vocalist singing in a dramatic and emotive manner, accompanied by a solo piano that plays a melancholic melody with a slow and contemplative tempo. The piece has a nostalgic and sentimental atmosphere, with a focus on the vocalist's expressive"
An energetic and aggressive dubstep song with buzzing bass and clapping sounds.,"This dubstep piece features a low-end, bass-heavy sound with a prominent, buzzing sub-bass line, accompanied by a driving drum pattern with claps and snare hits, creating an energetic and aggressive atmosphere. The song's sonic landscape is characterized by a prominent low-end frequency, with the bass"
"A romantic Latin song sung by a male singer with just an acoustic guitar, expressing emotions, but with poor sound quality.","This is a melancholic Latin ballad that features a male vocalist singing with emotional intensity over a simple, yet poignant acoustic guitar accompaniment, with a focus on the singer's expressive voice and the guitar's intimate, folk-like sound. The poor audio quality of the recording only adds to the song"
"A bluegrass song with banjo, acoustic guitar, and mandolin, perfect for a Western movie.","This bluegrass piece features a banjo playing a driving melody, accompanied by an acoustic guitar and mandolin, with a strong emphasis on the rhythmic strumming of the banjo and the twang of the mandolin, evoking a classic Western atmosphere. The song's folk-like quality,"
"A sad song with a male singer, piano, and emotional tone, suitable for a sad movie scene.","This melancholic ballad features a male vocalist singing a poignant melody over a sustained piano accompaniment, evoking a somber and emotional atmosphere that would be fitting for a poignant scene in a drama film. The song's mellow and introspective tone is characterized by the piano's mournful melody"
"A cool hip-hop remix with a relaxed male rapper, funky bass, and electronic drums for dancing at a retro party.","This is a hip-hop remix that features a laid-back male rapper delivering a smooth flow over a funky bassline and a driving electronic drum pattern, evoking a nostalgic atmosphere reminiscent of a retro party. The track's energetic beat and catchy rhythm would be well-suited for a dance floor, with the"
"A song with a male singer and backup singers, medium tempo with drums and guitar, telling a passionate story.","This is a song that features a male vocalist accompanied by a choir of backup singers, singing in a passionate and emotive manner over a medium-paced rhythm section that includes a driving drum beat and a melodic electric guitar accompaniment. The song's narrative is conveyed through the vocalist's expressive lyrics and"
"A beautiful French horn melody backed by a full orchestra, including flutes, bells, and symbols, in a mix of jazz and classical music.","This piece is a classical/jazz fusion instrumental, featuring a French horn melody accompanied by a full orchestra, including flutes, bells, and symbols, with a lush and atmospheric sound. The music has a sophisticated and elegant quality, with a mix of classical and jazz elements that create a unique and captivating"
"A slow jazz instrumental with lively brass instruments, drums, and cello creating a rich and pleasant sound.","This is a slow jazz instrumental piece that features a rich and lush sound, with a brass section playing a lively melody, accompanied by a steady drum beat and a cello providing a deep, mellow bass line. The piece has a pleasant and soothing atmosphere, with a focus on the interplay between"
"Jazzy live performance with bass, trombone solo, and cymbals, warm and passionate vibe","This live jazz performance features a dynamic ensemble with a strong bass line, a soulful trombone solo, and a rhythmic cymbal accompaniment, evoking a warm and passionate atmosphere. The tempo is medium with a syncopated rhythm, and the overall mood is one of energetic and"
"Upbeat techno music with drums, bass, and voice samples, perfect for a dance club.","This is a high-energy electronic dance music piece that features a driving beat provided by a prominent kick drum, snare, and hi-hats, accompanied by a syncopated bassline and a melodic progression of voice samples, creating an energetic and danceable atmosphere. The song's tempo and rhyth"
"A fun reggae song with male singer and rap vocals, groovy beat, and keyboard, sounds old but exciting.","This is a reggae/dub song that features a flat male vocal singing over punchy 808 bass, punchy snare, shimmering hi hats, and groovy piano chords, with a nostalgic quality due to the low audio quality, but an energetic and exciting atmosphere. The song's tempo"
"A song begins with keyboard harmony, drums, and cymbal sounds.","This song features an energetic and dynamic opening with a prominent keyboard harmony, accompanied by a driving drum pattern and a cymbal sound that adds a percussive and atmospheric texture. The initial section of the song is a fusion of electronic and rock elements, setting the stage for a high-energy performance."
Relaxing ambient music with soothing synth sounds,"This ambient music piece features a calming atmosphere, with a soundscape of soft, atmospheric synth pads and ambient textures, accompanied by a steady, slow-paced beat and subtle, atmospheric sound design. The music has a relaxing, calming quality, with a focus on creating a peaceful and serene mood, making it"
"A chill Hawaiian song with a guy singing and ukulele playing, good for coffee shops or feelgood movies.","This is a mellow ukulele-driven acoustic piece with a soothing male vocalist, evoking a laid-back, tropical atmosphere, reminiscent of Hawaiian folk music, and would be well-suited for a coffee shop or a feelgood movie soundtrack. The song features a ukulele playing a simple,"
"A slow and dreamy instrumental with acoustic guitar, creating a warm and soothing classical music vibe.","This is a slow and contemplative instrumental piece that features a solo acoustic guitar melody, creating a warm and soothing atmosphere reminiscent of classical music, with a focus on the guitar's expressive, fingerpicking style and a subtle, nuanced dynamic range. The piece's mellow, introspective quality is ev"
"A sad song with electric organ, drums, bass, guitar, and male singer for a movie scene","This is a melancholic ballad piece that features a male vocalist singing over a somber melody played by electric organ, accompanied by a steady drum beat, a strong bass line, and a simple guitar accompaniment, evoking a sense of sorrow and introspection. The music is well-suited"
A soothing bell sound that is relaxing and calming.,"This piece features a solo bell instrument, likely a glockenspiel or a xylophone, playing a repetitive, soothing melody with a steady, slow tempo, evoking a calming atmosphere. The sound is calming and relaxing, with a serene quality that could be used as background music for meditation or"
"A catchy Latin anthem for a football team with upbeat keyboard and drums, perfect for celebrations.","This Latin pop anthem features a male vocalist singing a rousing melody over a driving rhythm section, with a prominent keyboard playing a syncopated melody and a strong drum beat, accompanied by a brass section playing energetic fills. The song has a lively, energetic atmosphere, with a strong emphasis on percussion,"
"A lively performance with glass breaking, female vocal grunt, and cheering crowd sounds, very energetic.","This is a high-energy performance piece that features a female vocalist singing in a raw, emotive manner, accompanied by the sound of shattering glass and a lively crowd cheering in the background, evoking a sense of frenetic energy and unbridled enthusiasm. The instrumentation is likely a fusion of electronic"
"A lively disco song with a male singer, funky guitar, bass, and synth sounds that make you want to dance.","This disco track features a male vocalist singing over a driving beat, accompanied by a funky electric guitar, a prominent bass line, and a synth sound that is characteristic of the disco genre, with a tempo and rhythm that is designed to induce a strong dance impulse. The song's instrumentation and energetic tempo are"
"A cozy home cooking song with guitar, drums, viola, and harmonizing male voices.","This is a folk music piece that features a male vocalist singing in a harmonious manner, accompanied by a guitar playing a folk melody, a steady drum beat, and a viola playing a soothing harmony. The song has a warm and intimate atmosphere, with a cozy and inviting mood that is reminiscent of"
"A slow instrumental piece with playful keyboard and bird sounds, perfect for an animated movie.","This is a slow-paced instrumental piece that features a playful melody played on a keyboard, accompanied by the sounds of birds, creating a whimsical atmosphere that would be well-suited for an animated movie. The piece's soothing and childlike quality is reminiscent of a children's lullaby, with the"
"Folk song with accordion, violin, acoustic guitar, and bass, suitable for a village fair.","This traditional folk song features a lively melody played by an accordion, accompanied by a violin's soaring melody, acoustic guitar strumming, and a steady bass line, evoking a sense of rustic charm and village atmosphere. The piece is a classic example of a folk dance tune, with a tempo and"
"A lively R&B song with a female singer, catchy beats, and exciting synth sounds.","This is an upbeat R&B/soul music piece, featuring a female vocalist singing melodically over a male vocalist's backing vocals, with a catchy electronic drum beat and a prominent synth lead that plays a repetitive, energetic melody. The song has a lively, energetic atmosphere, with a focus on the sync"
"A piano playing in the background while tap dancers tap to the beat, with lots of background noise and people talking in a home video.","This is a home recording of a live performance of a jazz or swing piece, with a solo piano accompaniment and a tap dance solo, accompanied by background noise and ambient chatter from a home setting, evoking a nostalgic and intimate atmosphere. The audio quality is poor due to the home recording,"
"A rock singer belts out an exciting song with drums, guitar, and bass, creating a lively atmosphere despite poor audio quality and background noise.","This is a punk rock music piece with a male vocalist singing in a loud, energetic manner, accompanied by a driving electric guitar, a strong bass line, and a fast-paced rock drum beat, creating an aggressive and lively atmosphere. The poor audio quality and background noise only add to the raw, high"
"A cheerful Bavarian folk music performance with male singer and brass instruments, perfect for Oktoberfest.","This traditional Bavarian folk music piece features a male vocalist singing in a lively, rustic manner, accompanied by a brass section playing a lively melody, with a strong emphasis on the trumpet and trombone, and a steady rhythmic accompaniment provided by a lively acoustic guitar and a driving percussion section."
"Exciting pop song with boy singer, synth melody, energetic beat, and crowd cheering sounds.","This is an energetic pop song that features a male vocalist singing over a catchy synth melody, accompanied by a driving electronic drum beat and a lively crowd cheering sound effect, creating an electric atmosphere. The song's tempo is fast-paced, with a strong emphasis on the kick drum and hi-hats, and"
"Indian instrumental music with guitar, movie/show soundtrack vibes","This is an instrumental Indian classical music piece, featuring a melodic guitar solo accompanied by a traditional Indian percussion instrument, with a soothing and atmospheric sound that would be well-suited for the soundtrack of a movie or Indian TV series. The piece has a serene and contemplative mood, with a focus on"
"A song with bass, drums, and synth sounds, getting louder with motor racing sounds, suitable for a YouTube video.","This high-energy electronic dance music piece features a driving beat provided by a strong bass line and a fast-paced drum pattern, accompanied by a prominent synth sound that builds in intensity, culminating in a crescendo of motor racing sounds that would be suitable for a YouTube video's action-packed montage or racing game"
"A DJ mixing song with vinyl scratching, steady beat for a party","This is a DJ mix track that features a steady beat and vinyl scratching, with a focus on energetic and danceable electronic music. The track is a high-energy party anthem, with a driving rhythm and a dynamic, percussive sound that is characteristic of DJ mixing."
"An electronic pop song with playful keyboard sounds, perfect for kids.","This electronic pop song features a catchy melody played on a digital keyboard with a playful, child-friendly atmosphere, accompanied by a steady beat and simple percussion. The song's cheerful and upbeat tempo is reminiscent of a children's party or a fun-filled cartoon soundtrack."
"Happy and lively song with a group of brass instruments leading the way, great for introducing a character in a movie or musical.","This is a lively and energetic piece of music, characterized by a brass section playing a catchy and upbeat melody, accompanied by a driving rhythm section and a lively percussion, evoking a joyful and celebratory atmosphere that would be well-suited for introducing a character in a movie or musical. The music features"
"An electric guitar playing a melody with reverb effects, suitable for a tutorial video.","This is an instrumental piece that features a solo electric guitar playing a melodic line with a reverb effect, creating a sense of space and atmosphere, suitable for a tutorial video or a background accompaniment for a documentary. The guitar's tone is clear and well-defined, with a moderate tempo and"
An energetic drumming tutorial with a fast beat and male voice giving instructions on drumming styles.,"This drumming tutorial features a male vocalist providing instructional guidance on various drumming styles, accompanied by a fast-paced drumming pattern with a strong emphasis on rhythmic complexity and dynamic energy. The tempo is fast, with a driving beat that showcases a variety of drumming techniques, including syncopation and"
"A lively salsa music with trumpets, piano, and percussion, perfect for a romantic movie set in the Caribbeans or Latin America.","This is a lively Latin music piece, specifically a salsa song, that features a brass section with a prominent trumpet melody, accompanied by a piano playing a syncopated rhythm and a variety of percussion instruments, including timbales and congas, with a strong emphasis on the clave rhythm. The song"
"A male singer performs popular songs with a band in live venues with cheering audiences, recorded in low audio quality.","This live recording features a male vocalist singing over a backing band, with a strong emphasis on electric guitar, bass, and drums, accompanied by a cheering crowd, and the audio quality is subpar due to the live recording setting. The energetic and lively atmosphere of the performance is palpable, with the"
"A folk song sung by a passionate woman with tambourine, a bit noisy but full of emotion.","This folk song features a female vocalist singing with a passionate and emotive delivery, accompanied by a tambourine and other folk percussion instruments, with a slightly noisy and raw audio quality that adds to the song's energetic and heartfelt atmosphere. The music is characterized by a simple, yet effective, folk melody"
"Relaxing music with gentle tones, good for meditation.","This is a soothing ambient piece that features a gentle piano melody accompanied by a soft, sustained string section, creating a calming atmosphere that is well-suited for meditation and relaxation. The music has a slow tempo and a peaceful mood, with a focus on the piano and strings to create a serene and calming"
